Listing ID,Listing name,Final URL,Image URL,Price,City name,Property type,Listing type,Address,Description,Contextual keywords
1181046602,2BR Manufactured Home,https://bradschmett.com/listing-detail/1181046602/324-Wigwam-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181046602.jpg,"$209,000",Palm Springs,Manufactured Home,For Sale,"324 Wigwam, Palm Springs, CA 92264, CA",Location! Location! Locat,Ramon Mobile Park; 1056 sqft
1181043651,1BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1181043651/2290-S-Palm-Canyon-DR-114-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181043651.jpg,"$222,900",Palm Springs,Condo,For Sale,"2290 S Palm Canyon DR #114, Palm Springs, CA 92264, CA",Nestled in a prime south-,Desert Skies; 552 sqft
1181041816,3BR Single Family Home,https://bradschmett.com/listing-detail/1181041816/15-Cromwell-CT-Rancho-Mirage-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181041816.jpg,"$2,100,000",Rancho Mirage,Single Family Home,For Sale,"15 Cromwell CT, Rancho Mirage, CA 92270, CA",Perfectly positioned on a,Morningside Country; 3389 sqft
1181011768,2BR Single Family Home,https://bradschmett.com/listing-detail/1181011768/43781-Asti-CT-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422194414635369000000-o.jpg&w=1200&output=jpg&q=80,"$634,900",Indio,Single Family Home,For Sale,"43781 Asti CT, Indio, CA 92203, CA",Welcome to resort living ,Four Seasons At Terra Lago; 2018 sqft
1181011770,3BR Single Family Home,https://bradschmett.com/listing-detail/1181011770/48221-Calle-Florista-La-Quinta-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422182046459495000000-o.jpg&w=1200&output=jpg&q=80,"$895,000",La Quinta,Single Family Home,For Sale,"48221 Calle Florista, La Quinta, CA 92253, CA",Welcome to an exceptional,Laguna De La Paz; 1852 sqft
1181021897,3BR Single Family Home,https://bradschmett.com/listing-detail/1181021897/484-Fountain-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181021897.jpg,"$799,000",Palm Springs,Single Family Home,For Sale,"484 Fountain, Palm Springs, CA 92262, CA",Beautifully upgraded cont,Miralon; 1894 sqft
1181021893,1BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1181021893/5300-E-Waverly-DR-M4104-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181021893.jpg,"$279,000",Palm Springs,Condo,For Sale,"5300 E Waverly DR #M4104, Palm Springs, CA 92264, CA",Beautifully renovated gro,Palm Springs Golf And Tennis (33475); 522 sqft
1181009695,3BR Single Family Home,https://bradschmett.com/listing-detail/1181009695/75160-Citadel-PL-Indian-Wells-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260423050241957603000000-o.jpg&w=1200&output=jpg&q=80,"$2,185,000",Indian Wells,Single Family Home,For Sale,"75160 Citadel PL, Indian Wells, CA 92210, CA",**Welcome to The Province,The Province; 3159 sqft
1181009184,3BR Single Family Home,https://bradschmett.com/listing-detail/1181009184/39080-Kilimanjaro-CT-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422180040881498000000-o.jpg&w=1200&output=jpg&q=80,"$1,250,000",Palm Desert,Single Family Home,For Sale,"39080 Kilimanjaro CT, Palm Desert, CA 92211, CA",The story starts with thi,Avondale Country Club; 3028 sqft
1181002899,2BR Manufactured Home,https://bradschmett.com/listing-detail/1181002899/35453-Canteen-Thousand-Palms-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260423005941924208000000-o.jpg&w=1200&output=jpg&q=80,"$359,900",Thousand Palms,Manufactured Home,For Sale,"35453 Canteen, Thousand Palms, CA 92276, CA",Motivated seller -- bring,Ivey Ranch; 1852 sqft
1181011058,5BR Single Family Home,https://bradschmett.com/listing-detail/1181011058/77665-Marlowe-CT-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181011058.jpg,"$799,000",Palm Desert,Single Family Home,For Sale,"77665 Marlowe CT, Palm Desert, CA 92211, CA",Welcome to 77665 Marlowe ,Whitehawk (32434); 2900 sqft
1180996977,2BR Single Family Home,https://bradschmett.com/listing-detail/1180996977/45750-King-ST-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422231638272953000000-o.jpg&w=1200&output=jpg&q=80,"$395,000",Indio,Single Family Home,For Sale,"45750 King ST, Indio, CA 92201, CA",This property offers a ra,Gillette Park; 1068 sqft
1180994572,3BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1180994572/2700-Dancing-Sands-DR-Palm-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422221706534881000000-o.jpg&w=1200&output=jpg&q=80,"$1,199,990",Palm Springs,Condo,For Sale,"2700 Dancing Sands DR, Palm Springs, CA 92262, CA",Sky Loft Modern 3-bedroom,Vibe; 1940 sqft
1180992745,4BR Single Family Home,https://bradschmett.com/listing-detail/1180992745/74580-Daylily-CIR-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422213541883521000000-o.jpg&w=1200&output=jpg&q=80,"$995,000",Palm Desert,Single Family Home,For Sale,"74580 Daylily CIR, Palm Desert, CA 92260, CA","Location, location, locat",Palm Gate; 3232 sqft
1180987694,3BR Single Family Home,https://bradschmett.com/listing-detail/1180987694/45542-Banff-Springs-ST-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422191431800411000000-o.jpg&w=1200&output=jpg&q=80,"$1,095,000",Indio,Single Family Home,For Sale,"45542 Banff Springs ST, Indio, CA 92201, CA",Another one of the BEST C,Indian Springs; 2612 sqft
1181009153,2BR Manufactured Home,https://bradschmett.com/listing-detail/1181009153/14777-Palm-122-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181009153.jpg,"$75,000",Desert Hot Springs,Manufactured Home,For Sale,"14777 Palm #122, Desert Hot Springs, CA 92240, CA","Welcome to Skys Haven, a ",Skys Haven Hoa; 600 sqft
1181008675,2BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1181008675/1149-Via-Tenis-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181008675.jpg,"$429,999",Palm Springs,Condo,For Sale,"1149 Via Tenis, Palm Springs, CA 92262, CA","$10,000 Price Improvement",Sunrise Racquet Club Hoa; 1252 sqft
1180984939,3BR Single Family Home,https://bradschmett.com/listing-detail/1180984939/85170-Avenida-Yucateco-Coachella-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260420214001856348000000-o.jpg&w=1200&output=jpg&q=80,"$450,000",Coachella,Single Family Home,For Sale,"85170 Avenida Yucateco, Coachella, CA 92236, CA",Welcome to your spacious ,1367 sqft
1181008687,5BR Single Family Home,https://bradschmett.com/listing-detail/1181008687/77559-Marlowe-CT-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181008687.jpg,"$799,000",Palm Desert,Single Family Home,For Sale,"77559 Marlowe CT, Palm Desert, CA 92211, CA",Welcome to 77559 Marlowe ,Whitehawk (32434); 2900 sqft
1180983807,3BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1180983807/65-Camino-Arroyo-N-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422202316629558000000-o.jpg&w=1200&output=jpg&q=80,"$710,000",Palm Desert,Condo,For Sale,"65 Camino Arroyo N, Palm Desert, CA 92260, CA","Furnished, Remodeled, Rea",Chaparral Country Club; 2051 sqft
1180982636,2BR Single Family Home,https://bradschmett.com/listing-detail/1180982636/50320-Havasu-Falls-DR-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422163248172129000000-o.jpg&w=1200&output=jpg&q=80,"$550,000",Indio,Single Family Home,For Sale,"50320 Havasu Falls DR, Indio, CA 92201, CA",Highly desirable Affirm f,Trilogy Polo Club; 1622 sqft
1180981359,3BR Single Family Home,https://bradschmett.com/listing-detail/1180981359/9527-Oakmount-Desert-Hot-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422202505287874000000-o.jpg&w=1200&output=jpg&q=80,"$419,000",Desert Hot Springs,Single Family Home,For Sale,"9527 Oakmount, Desert Hot Springs, CA 92240, CA",Very nice three bedroom t,Mission Lakes; 1749 sqft
1181006552,3BR Multi-Family,https://bradschmett.com/listing-detail/1181006552/83-Panorama-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181006552.jpg,"$325,000",Thermal,Multi-Family,For Sale,"83 Panorama, Thermal, CA 92274, CA",Rare Multi-Property Inves,Vista Santa Rosa (31601); 3000 sqft
1180974216,Vacant Land,https://bradschmett.com/listing-detail/1180974216/0-Ocotillo-RD-Desert-Hot-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422190957512596000000-o.jpg&w=1200&output=jpg&q=80,"$66,000",Desert Hot Springs,Vacant Land,For Sale,"0 Ocotillo RD, Desert Hot Springs, CA 92240, CA",Prime Commercial Lot in D,
1181005670,6BR Multi-Family,https://bradschmett.com/listing-detail/1181005670/81-Panorama-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1181005670.jpg,"$325,000",Thermal,Multi-Family,For Sale,"81 Panorama, Thermal, CA 92274, CA",Rare Multi-Property Inves,6038 sqft
1180968337,3BR Single Family Home,https://bradschmett.com/listing-detail/1180968337/40142-Calle-Santa-Juana-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260419193439971591000000-o.jpg&w=1200&output=jpg&q=80,"$829,000",Indio,Single Family Home,For Sale,"40142 Calle Santa Juana, Indio, CA 92203, CA",Architecturally reimagine,Sun City Shadow Hills; 2376 sqft
1180964173,10BR Multi-Family,https://bradschmett.com/listing-detail/1180964173/3940-E-Calle-De-Ricardo-Palm-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422171222813246000000-o.jpg&w=1200&output=jpg&q=80,"$1,100,000",Palm Springs,Multi-Family,For Sale,"3940 E Calle De Ricardo, Palm Springs, CA 92264, CA",Exceptional investment op,Demuth Park; 3355 sqft
1180960543,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1180960543/1955-Bartle-PL-Thermal-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422162443224769000000-o.jpg&w=1200&output=jpg&q=80,"$10,000",Thermal,Vacant Land,For Sale,"1955 Bartle PL, Thermal, CA 92274, CA",Discover the perfect oppo,Truckhaven
1180957593,2BR Single Family Home,https://bradschmett.com/listing-detail/1180957593/68045-Vista-Chino-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422161945411557000000-o.jpg&w=1200&output=jpg&q=80,"$479,999",Cathedral City,Single Family Home,For Sale,"68045 Vista Chino, Cathedral City, CA 92234, CA",A beautifully remodeled h,Panorama; 1399 sqft
1180998814,2BR Single Family Home,https://bradschmett.com/listing-detail/1180998814/69302-Serenity-RD-Cathedral-City-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180998814.jpg,"$695,000",Cathedral City,Single Family Home,For Sale,"69302 Serenity RD, Cathedral City, CA 92234, CA",Welcome to your dream hom,Serenity Cove; 2518 sqft
1180996892,3BR Single Family Home,https://bradschmett.com/listing-detail/1180996892/2489-Tuscany-Heights-DR-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180996892.jpg,"$2,950,000",Palm Springs,Single Family Home,For Sale,"2489 Tuscany Heights DR, Palm Springs, CA 92262, CA",Welcome to 2489 Tuscany H,Tuscany Heights; 4055 sqft
1180996910,5BR Single Family Home,https://bradschmett.com/listing-detail/1180996910/42545-Tango-CT-Indio-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180996910.jpg,"$699,000",Indio,Single Family Home,For Sale,"42545 Tango CT, Indio, CA 92203, CA",Discover this stunning po,Haciendas (30906); 2892 sqft
1180995279,Vacant Land,https://bradschmett.com/listing-detail/1180995279/0-E-Jolly-DR-Cathedral-City-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180995279.jpg,"$5,500,000",Cathedral City,Vacant Land,For Sale,"0 E Jolly DR, Cathedral City, CA 92234, CA",ositioned in the rapidly ,New Development
1180995276,3BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1180995276/642-Vista-Lago-CIR-N-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180995276.jpg,"$479,000",Palm Desert,Condo,For Sale,"642 Vista Lago CIR N, Palm Desert, CA 92211, CA",Welcome to resort-style l,Desert Falls Hoa; 1814 sqft
1180993677,2BR Manufactured Home,https://bradschmett.com/listing-detail/1180993677/69530-Dillion-RD-A18-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180993677.jpg,"$68,500",Desert Hot Springs,Manufactured Home,For Sale,"69530 Dillion RD #A18, Desert Hot Springs, CA 92240, CA",Afforable living at best ,
1180991771,2BR Single Family Home,https://bradschmett.com/listing-detail/1180991771/1420-Celadon-ST-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180991771.jpg,"$1,299,000",Palm Springs,Single Family Home,For Sale,"1420 Celadon ST, Palm Springs, CA 92262, CA",Welcome to NOLA at Escena,Escena (33274); 2279 sqft
1180985953,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1180985953/0-Perth-Amboy-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180985953.jpg,"$14,500",Thermal,Vacant Land,For Sale,"0 Perth Amboy, Thermal, CA 92274, CA",Premium quarter acre lot ,Vista Santa Rosa (31601)
1180983689,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1180983689/2705-Elsinore-AVE-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180983689.jpg,"$24,900",Thermal,Vacant Land,For Sale,"2705 Elsinore AVE, Thermal, CA 92274, CA","Flat, buildable 0.47-acre",Vista Santa Rosa (31601)
1180983711,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1180983711/2013-Bell-CT-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180983711.jpg,"$14,000",Thermal,Vacant Land,For Sale,"2013 Bell CT, Thermal, CA 92274, CA",Premium quarter acre lot ,Vista Santa Rosa (31601)
1180983696,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1180983696/2711-Twin-Lakes-AVE-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180983696.jpg,"$15,900",Thermal,Vacant Land,For Sale,"2711 Twin Lakes AVE, Thermal, CA 92274, CA",Spacious 0.41-Acre Lot in,Vista Santa Rosa (31601)
1180982480,Vacant Land,https://bradschmett.com/listing-detail/1180982480/0-8th-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180982480.jpg,"$39,000",Desert Hot Springs,Vacant Land,For Sale,"0 8th, Desert Hot Springs, CA 92240, CA",Prime northwest corner lo,
1180981188,4BR Single Family Home,https://bradschmett.com/listing-detail/1180981188/29-Brilliance-AVE-Lot-214-Rancho-Mirage-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180981188.jpg,"$4,599,999",Rancho Mirage,Single Family Home,For Sale,"29 Brilliance AVE #Lot #214, Rancho Mirage, CA 92270, CA","Welcome to Cotino, a Stor",Cotino; 4485 sqft
1180978452,2BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1180978452/2507-Via-Calderia-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180978452.jpg,"$379,900",Palm Desert,Condo,For Sale,"2507 Via Calderia, Palm Desert, CA 92260, CA",**Owned Solar** This Ligh,Villa Portofino; 1278 sqft
1180975349,2BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1180975349/1050-E-Ramon-RD-120-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180975349.jpg,"$267,500",Palm Springs,Condo,For Sale,"1050 E Ramon RD #120, Palm Springs, CA 92264, CA",Welcome to 1050 Ramon Roa,Ramon Estados; 1152 sqft
1180975374,Vacant Land,https://bradschmett.com/listing-detail/1180975374/0-Oasis-DR-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180975374.jpg,"$885,000",Desert Hot Springs,Vacant Land,For Sale,"0 Oasis DR, Desert Hot Springs, CA 92240, CA","In total, these six parce",Not Apply
1180971133,3BR Single Family Home,https://bradschmett.com/listing-detail/1180971133/1126-Lucent-CT-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180971133.jpg,"$1,325,000",Palm Springs,Single Family Home,For Sale,"1126 Lucent CT, Palm Springs, CA 92262, CA",Nestled in Palm Springs' ,Murano (33111); 2231 sqft
1180965273,3BR Single Family Home,https://bradschmett.com/listing-detail/1180965273/39-Via-Bella-Rancho-Mirage-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180965273.jpg,"$1,049,000",Rancho Mirage,Single Family Home,For Sale,"39 Via Bella, Rancho Mirage, CA 92270, CA",Set on one of the largest,Mira Vista; 2724 sqft
1180964018,Vacant Land,https://bradschmett.com/listing-detail/1180964018/11111-San-Lorenzo-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180964018.jpg,"$450,000",Desert Hot Springs,Vacant Land,For Sale,"11111 San Lorenzo, Desert Hot Springs, CA 92240, CA",Exceptional development o,
1180961799,3BR Condo in La Quinta,https://bradschmett.com/listing-detail/1180961799/80250-Via-Tesoro-La-Quinta-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180961799.jpg,"$764,900",La Quinta,Condo,For Sale,"80250 Via Tesoro, La Quinta, CA 92253, CA",Enjoy elevated desert liv,Mountain View Cc (31337); 2447 sqft
1180961793,3BR Single Family Home,https://bradschmett.com/listing-detail/1180961793/72771-Bel-Air-Rd-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180961793.jpg,"$1,300,000",Palm Desert,Single Family Home,For Sale,"72771 Bel Air Rd, Palm Desert, CA 92260, CA",Welcome to the prestigiou,3047 sqft
1180956101,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1180956101/1109-Seaview-AVE-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180956101.jpg,"$30,000",Thermal,Vacant Land,For Sale,"1109 Seaview AVE, Thermal, CA 92274, CA",This parcel offers a rare,Unknown
1180933666,Vacant Land,https://bradschmett.com/listing-detail/1180933666/104-Little-Morongo-RD-Desert-Hot-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421171053011671000000-o.jpg&w=1200&output=jpg&q=80,"$89,000",Desert Hot Springs,Vacant Land,For Sale,"104 Little Morongo RD, Desert Hot Springs, CA 92240, CA",1.04-acre parcel with mou,
1180931743,3BR Single Family Home,https://bradschmett.com/listing-detail/1180931743/68596-D-ST-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260519030605974405000000-o.jpg&w=1200&output=jpg&q=80,"$375,000",Cathedral City,Single Family Home,For Sale,"68596 D ST, Cathedral City, CA 92234, CA",Welcome to this charming ,Cathedral City Cove; 1516 sqft
1180930135,2BR Single Family Home,https://bradschmett.com/listing-detail/1180930135/42811-Edessa-ST-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421233428249094000000-o.jpg&w=1200&output=jpg&q=80,"$595,000",Palm Desert,Single Family Home,For Sale,"42811 Edessa ST, Palm Desert, CA 92211, CA",Spectacular Fairway Livin,Oasis Country Club; 1384 sqft
1180930134,2BR Townhouse,https://bradschmett.com/listing-detail/1180930134/72856-Roy-Emerson-LN-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260422002515964355000000-o.jpg&w=1200&output=jpg&q=80,"$459,700",Palm Desert,Townhouse,For Sale,"72856 Roy Emerson LN, Palm Desert, CA 92260, CA",Welcome to Palm Desert De,Deep Canyon Tennis Club; 1258 sqft
1180927081,3BR Single Family Home,https://bradschmett.com/listing-detail/1180927081/17-Lincoln-PL-Rancho-Mirage-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421213440261884000000-o.jpg&w=1200&output=jpg&q=80,"$1,599,000",Rancho Mirage,Single Family Home,For Sale,"17 Lincoln PL, Rancho Mirage, CA 92270, CA",Modern Luxury Meets Resor,Presidential Estates; 2540 sqft
1180926364,5BR Single Family Home,https://bradschmett.com/listing-detail/1180926364/83763-Calle-Trejo-Coachella-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421231939271420000000-o.jpg&w=1200&output=jpg&q=80,"$644,880",Coachella,Single Family Home,For Sale,"83763 Calle Trejo, Coachella, CA 92236, CA",Discover the Visionary at,2824 sqft
1180925746,3BR Single Family Home,https://bradschmett.com/listing-detail/1180925746/69911-Northhampton-AVE-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421230608707220000000-o.jpg&w=1200&output=jpg&q=80,"$529,900",Cathedral City,Single Family Home,For Sale,"69911 Northhampton AVE, Cathedral City, CA 92234, CA","Absolutely Bright, spacio",Century Park; 1600 sqft
1180925136,3BR Manufactured Home,https://bradschmett.com/listing-detail/1180925136/10-VA-Valverde-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260525205919747394000000-o.jpg&w=1200&output=jpg&q=80,"$79,900",Cathedral City,Manufactured Home,For Sale,"10 VíA Valverde, Cathedral City, CA 92234, CA",Welcome to Date Palm Coun,Date Palm Country Club; 1340 sqft
1180921282,3BR Single Family Home,https://bradschmett.com/listing-detail/1180921282/48640-Vienna-CT-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421173356080628000000-o.jpg&w=1200&output=jpg&q=80,"$695,000",Indio,Single Family Home,For Sale,"48640 Vienna CT, Indio, CA 92201, CA",Welcome to Estacio! Excep,Estacio; 1992 sqft
1180918939,2BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1180918939/2601-S-Broadmoor-24-Palm-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421211550179516000000-o.jpg&w=1200&output=jpg&q=80,"$385,000",Palm Springs,Condo,For Sale,"2601 S Broadmoor #24, Palm Springs, CA 92264, CA",Beautifully updated and s,Summerset Springs; 1178 sqft
1180935828,3BR Single Family Home,https://bradschmett.com/listing-detail/1180935828/69580-Valley-View-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180935828.jpg,"$319,000",Desert Hot Springs,Single Family Home,For Sale,"69580 Valley View, Desert Hot Springs, CA 92241, CA",Welcome to Desert Crest C,Desert Crest Country Club; 1448 sqft
1180916606,4BR Single Family Home,https://bradschmett.com/listing-detail/1180916606/82902-Generations-DR-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260420233226467641000000-o.jpg&w=1200&output=jpg&q=80,"$585,000",Indio,Single Family Home,For Sale,"82902 Generations DR, Indio, CA 92203, CA","Welcome to Generations, a",Generations; 2439 sqft
1180911464,Vacant Land,https://bradschmett.com/listing-detail/1180911464/73451-Colonial-DR-Thousand-Palms-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421200108360014000000-o.jpg&w=1200&output=jpg&q=80,"$39,900",Thousand Palms,Vacant Land,For Sale,"73451 Colonial DR, Thousand Palms, CA 92276, CA",You wont want to miss thi,Tri-Palm Estates
1180933948,Vacant Land,https://bradschmett.com/listing-detail/1180933948/1.04-Acre-Little-Morongo-RD-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180933948.jpg,"$89,000",Desert Hot Springs,Vacant Land,For Sale,"1.04 Acre Little Morongo RD, Desert Hot Springs, CA 92240, CA",1.04-acre parcel with mou,Not Applicable-1
1180932451,1BR Manufactured Home,https://bradschmett.com/listing-detail/1180932451/74711-Dillon-69-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180932451.jpg,"$99,000",Desert Hot Springs,Manufactured Home,For Sale,"74711 Dillon #69, Desert Hot Springs, CA 92241, CA",Owner financing available,399 sqft
1180905358,8BR Single Family Home,https://bradschmett.com/listing-detail/1180905358/78190-Calle-Cadiz-La-Quinta-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421185531777044000000-o.jpg&w=1200&output=jpg&q=80,"$3,750,000",La Quinta,Single Family Home,For Sale,"78190 Calle Cadiz, La Quinta, CA 92253, CA","Location, Location, Locat",Desert Club Estates; 5184 sqft
1180904332,1BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1180904332/5301-E-Waverly-DR-199-Palm-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260421181525791398000000-o.jpg&w=1200&output=jpg&q=80,"$249,000",Palm Springs,Condo,For Sale,"5301 E Waverly DR #199, Palm Springs, CA 92264, CA",Welcome to resort-style l,Palm Canyon Villas; 887 sqft
1180897995,5BR Single Family Home,https://bradschmett.com/listing-detail/1180897995/50700-Calle-Paloma-La-Quinta-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260419153909692540000000-o.jpg&w=1200&output=jpg&q=80,"$1,799,950",La Quinta,Single Family Home,For Sale,"50700 Calle Paloma, La Quinta, CA 92253, CA",This custom pool home in ,Desert Club Estates; 3280 sqft
1180927005,5BR Single Family Home,https://bradschmett.com/listing-detail/1180927005/83-763-Calle-Trejo-Coachella-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1180927005.jpg,"$644,880",Coachella,Single Family Home,For Sale,"83-763 Calle Trejo, Coachella, CA 92236, CA",Discover the Visionary at,Not Applicable-1; 2824 sqft
1180891723,Vacant Land,https://bradschmett.com/listing-detail/1180891723/0-Camino-Zangari-Desert-Hot-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260423163728442911000000-o.jpg&w=1200&output=jpg&q=80,"$75,000",Desert Hot Springs,Vacant Land,For Sale,"0 Camino Zangari, Desert Hot Springs, CA 92240, CA",Discover the potential of,
